order_id,product_id,quantity,unit_price,subtotal
O000723,P0061,2,40.96,81.92
O000724,P0059,3,66.6,199.8
O000724,P0017,3,29.73,89.19
O000725,P0071,3,67.82,203.46
O000726,P0087,2,94.56,189.12
O000727,P0078,2,45.63,91.26
O000728,P0001,1,73.55,73.55
O000728,P0073,1,53.44,53.44
O000728,P0055,3,101.35,304.05
O000729,P0036,3,26.25,78.75
O000729,P0044,2,45.57,91.14
O000729,P0064,1,26.64,26.64
O000729,P0114,3,239.35,718.05
O000730,P0013,3,63.13,189.39
O000730,P0045,3,22.49,67.47
O000731,P0104,2,33.74,67.48
O000731,P0116,3,65.43,196.29
O000731,P0034,3,28.94,86.82
O000731,P0024,2,23.22,46.44
O000732,P0057,3,33.0,99.0
O000732,P0012,1,41.29,41.29
O000733,P0005,1,47.44,47.44
O000734,P0119,3,108.39,325.17
O000734,P0100,3,47.43,142.29
O000735,P0027,2,27.37,54.74
O000735,P0052,3,43.33,129.99
O000736,P0066,2,123.19,246.38
O000736,P0108,1,60.63,60.63
O000736,P0110,3,52.21,156.63
O000737,P0074,2,139.6,279.2
O000737,P0093,1,35.83,35.83
O000737,P0072,2,137.39,274.78
O000738,P0096,3,22.69,68.07
O000738,P0046,1,35.45,35.45
O000739,P0079,1,57.69,57.69
O000739,P0068,3,99.7,299.1
O000739,P0109,1,63.72,63.72
O000740,P0036,3,26.25,78.75
O000740,P0112,2,53.74,107.48
O000740,P0020,1,23.4,23.4
O000740,P0101,2,23.35,46.7
O000741,P0079,2,57.69,115.38
O000741,P0013,3,63.13,189.39
O000741,P0102,2,42.42,84.84
O000741,P0040,1,61.44,61.44
O000742,P0101,1,23.35,23.35
O000742,P0094,2,44.85,89.7
O000743,P0075,1,11.34,11.34
O000743,P0082,2,67.64,135.28
O000743,P0039,2,24.61,49.22
O000744,P0045,1,22.49,22.49
O000744,P0050,2,18.96,37.92
O000744,P0107,1,169.31,169.31
O000745,P0057,2,33.0,66.0
O000746,P0025,2,39.38,78.76
O000747,P0102,1,42.42,42.42
O000747,P0073,1,53.44,53.44
O000747,P0058,1,45.35,45.35
O000747,P0085,2,33.61,67.22
O000748,P0025,2,39.38,78.76
O000748,P0037,3,61.89,185.67
O000749,P0067,2,52.29,104.58
O000749,P0026,1,58.36,58.36
O000749,P0008,1,86.53,86.53
O000750,P0099,1,54.77,54.77
O000750,P0085,1,33.61,33.61
O000750,P0020,2,23.4,46.8
O000750,P0051,1,66.32,66.32
O000751,P0106,2,69.58,139.16
O000752,P0007,1,140.83,140.83
O000752,P0027,1,27.37,27.37
O000753,P0069,3,67.83,203.49
O000753,P0005,2,47.44,94.88
O000754,P0031,2,38.05,76.1
O000755,P0026,2,58.36,116.72
O000755,P0062,3,48.84,146.52
O000755,P0057,2,33.0,66.0
O000755,P0011,1,41.34,41.34
O000756,P0106,2,69.58,139.16
O000756,P0091,2,57.87,115.74
O000757,P0109,2,63.72,127.44
O000757,P0063,1,28.11,28.11
O000758,P0086,2,40.4,80.8
O000758,P0111,2,17.27,34.54
O000758,P0103,1,44.45,44.45
O000758,P0033,2,54.16,108.32
O000759,P0111,1,17.27,17.27
O000760,P0089,3,39.73,119.19
O000760,P0053,1,36.37,36.37
O000760,P0079,3,57.69,173.07
O000760,P0028,1,68.4,68.4
O000761,P0107,3,169.31,507.93
O000761,P0077,3,57.53,172.59
O000761,P0041,2,85.04,170.08
O000761,P0075,3,11.34,34.02
O000762,P0084,2,40.01,80.02
O000762,P0041,1,85.04,85.04
O000762,P0092,2,97.63,195.26
O000762,P0051,3,66.32,198.96
O000763,P0045,1,22.49,22.49
O000763,P0009,2,41.19,82.38
O000764,P0098,1,63.86,63.86
O000764,P0073,1,53.44,53.44
O000765,P0034,2,28.94,57.88
O000766,P0013,1,63.13,63.13
O000766,P0023,3,56.86,170.58
O000766,P0110,1,52.21,52.21
O000766,P0112,3,53.74,161.22
O000767,P0044,3,45.57,136.71
O000767,P0012,1,41.29,41.29
O000767,P0120,1,85.73,85.73
O000768,P0089,3,39.73,119.19
O000768,P0020,2,23.4,46.8
O000768,P0094,2,44.85,89.7
O000768,P0087,3,94.56,283.68
O000769,P0096,3,22.69,68.07
O000770,P0041,2,85.04,170.08
O000771,P0033,3,54.16,162.48
O000771,P0079,3,57.69,173.07
O000772,P0023,2,56.86,113.72
O000773,P0058,2,45.35,90.7
O000773,P0015,2,19.4,38.8
O000773,P0088,3,66.5,199.5
O000773,P0045,2,22.49,44.98
O000774,P0006,1,47.44,47.44
O000775,P0044,1,45.57,45.57
O000775,P0084,3,40.01,120.03
O000775,P0116,3,65.43,196.29
O000775,P0017,3,29.73,89.19
O000776,P0069,2,67.83,135.66
O000777,P0038,1,16.85,16.85
O000777,P0032,3,165.9,497.7
O000778,P0015,2,19.4,38.8
O000778,P0061,1,40.96,40.96
O000778,P0117,2,53.47,106.94
O000779,P0120,2,85.73,171.46
O000779,P0028,2,68.4,136.8
O000779,P0085,3,33.61,100.83
O000780,P0084,2,40.01,80.02
O000780,P0093,3,35.83,107.49
O000781,P0040,2,61.44,122.88
O000781,P0058,3,45.35,136.05
O000781,P0112,2,53.74,107.48
O000782,P0080,1,16.57,16.57
O000782,P0086,2,40.4,80.8
O000782,P0020,3,23.4,70.2
O000782,P0048,2,102.95,205.9
O000783,P0034,3,28.94,86.82
O000784,P0033,2,54.16,108.32
O000785,P0005,3,47.44,142.32
O000785,P0102,3,42.42,127.26
O000786,P0047,1,41.41,41.41
O000786,P0096,1,22.69,22.69
O000787,P0062,2,48.84,97.68
O000788,P0020,2,23.4,46.8
O000788,P0103,2,44.45,88.9
O000789,P0058,3,45.35,136.05
O000789,P0034,1,28.94,28.94
O000789,P0041,3,85.04,255.12
O000789,P0010,1,75.61,75.61
O000790,P0074,2,139.6,279.2
O000790,P0014,3,17.32,51.96
O000790,P0009,2,41.19,82.38
O000791,P0002,3,50.25,150.75
O000791,P0044,3,45.57,136.71
O000791,P0077,2,57.53,115.06
O000791,P0094,2,44.85,89.7
O000792,P0012,3,41.29,123.87
O000792,P0087,3,94.56,283.68
O000792,P0095,1,43.15,43.15
O000793,P0007,2,140.83,281.66
O000794,P0024,1,23.22,23.22
O000794,P0091,3,57.87,173.61
O000795,P0079,2,57.69,115.38
O000795,P0050,3,18.96,56.88
O000796,P0096,3,22.69,68.07
O000797,P0082,3,67.64,202.92
O000797,P0024,1,23.22,23.22
O000798,P0119,3,108.39,325.17
O000798,P0080,2,16.57,33.14
O000798,P0048,3,102.95,308.85
O000799,P0120,2,85.73,171.46
O000799,P0095,2,43.15,86.3
O000799,P0065,2,88.9,177.8
O000799,P0085,2,33.61,67.22
O000800,P0006,2,47.44,94.88
O000800,P0053,3,36.37,109.11
O000800,P0012,3,41.29,123.87
O000800,P0024,3,23.22,69.66
O000801,P0075,1,11.34,11.34
O000802,P0047,2,41.41,82.82
O000802,P0062,3,48.84,146.52
O000802,P0038,1,16.85,16.85
O000803,P0063,2,28.11,56.22
O000804,P0114,2,239.35,478.7
O000804,P0067,2,52.29,104.58
O000804,P0091,3,57.87,173.61
O000805,P0012,1,41.29,41.29
O000805,P0034,3,28.94,86.82
O000806,P0001,3,73.55,220.65
O000807,P0107,3,169.31,507.93
O000807,P0104,1,33.74,33.74
O000807,P0090,3,74.29,222.87
O000808,P0082,2,67.64,135.28
O000808,P0080,2,16.57,33.14
O000808,P0029,2,38.08,76.16
O000808,P0072,2,137.39,274.78
O000809,P0031,3,38.05,114.15
O000810,P0004,3,136.16,408.48
O000810,P0018,3,65.93,197.79
O000810,P0035,1,89.44,89.44
O000811,P0111,3,17.27,51.81
O000811,P0027,2,27.37,54.74
O000811,P0083,1,132.52,132.52
O000812,P0099,1,54.77,54.77
O000812,P0082,2,67.64,135.28
O000812,P0004,1,136.16,136.16
O000813,P0015,3,19.4,58.2
O000813,P0054,2,78.81,157.62
O000814,P0052,1,43.33,43.33
O000814,P0014,3,17.32,51.96
O000814,P0059,2,66.6,133.2
O000815,P0062,2,48.84,97.68
O000815,P0118,2,27.08,54.16
O000815,P0032,3,165.9,497.7
O000816,P0070,1,37.07,37.07
O000816,P0041,2,85.04,170.08
O000816,P0073,1,53.44,53.44
O000816,P0011,3,41.34,124.02
O000817,P0009,3,41.19,123.57
O000817,P0017,1,29.73,29.73
O000818,P0026,2,58.36,116.72
O000818,P0038,1,16.85,16.85
O000818,P0016,1,38.96,38.96
O000819,P0018,2,65.93,131.86
O000819,P0048,2,102.95,205.9
O000820,P0117,2,53.47,106.94
O000820,P0067,3,52.29,156.87
O000821,P0015,2,19.4,38.8
O000822,P0088,2,66.5,133.0
O000822,P0090,3,74.29,222.87
O000823,P0078,2,45.63,91.26
O000823,P0100,1,47.43,47.43
O000823,P0003,1,80.53,80.53
O000823,P0009,3,41.19,123.57
O000824,P0042,1,60.51,60.51
O000824,P0019,1,31.66,31.66
O000824,P0080,3,16.57,49.71
O000824,P0020,2,23.4,46.8
O000825,P0099,2,54.77,109.54
O000825,P0071,2,67.82,135.64
O000825,P0035,2,89.44,178.88
O000825,P0076,1,89.4,89.4
O000826,P0086,3,40.4,121.2
O000826,P0118,2,27.08,54.16
O000827,P0050,1,18.96,18.96
O000827,P0009,3,41.19,123.57
O000828,P0008,1,86.53,86.53
O000828,P0018,3,65.93,197.79
O000829,P0069,1,67.83,67.83
O000829,P0112,1,53.74,53.74
O000829,P0033,2,54.16,108.32
O000830,P0029,1,38.08,38.08
O000830,P0087,1,94.56,94.56
O000831,P0014,2,17.32,34.64
O000831,P0004,3,136.16,408.48
O000831,P0115,3,48.65,145.95
O000832,P0060,3,98.04,294.12
O000832,P0023,1,56.86,56.86
O000832,P0081,2,47.86,95.72
O000832,P0095,2,43.15,86.3
O000833,P0051,1,66.32,66.32
O000833,P0002,2,50.25,100.5
O000834,P0031,3,38.05,114.15
O000834,P0091,1,57.87,57.87
O000835,P0017,3,29.73,89.19
O000836,P0030,2,45.83,91.66
O000837,P0014,3,17.32,51.96
O000837,P0049,3,67.1,201.3
O000837,P0068,1,99.7,99.7
O000838,P0048,3,102.95,308.85
O000839,P0063,2,28.11,56.22
O000840,P0089,1,39.73,39.73
O000840,P0067,3,52.29,156.87
O000840,P0095,2,43.15,86.3
O000840,P0046,2,35.45,70.9
O000841,P0001,3,73.55,220.65
O000841,P0079,3,57.69,173.07
O000842,P0030,3,45.83,137.49
O000842,P0108,1,60.63,60.63
O000842,P0102,3,42.42,127.26
O000842,P0033,3,54.16,162.48
O000843,P0117,2,53.47,106.94
O000843,P0019,1,31.66,31.66
O000844,P0061,1,40.96,40.96
O000845,P0016,3,38.96,116.88
O000845,P0067,1,52.29,52.29
O000846,P0088,2,66.5,133.0
O000846,P0093,3,35.83,107.49
O000847,P0080,1,16.57,16.57
O000847,P0091,1,57.87,57.87
O000847,P0031,3,38.05,114.15
O000848,P0106,3,69.58,208.74
O000848,P0113,2,56.61,113.22
O000849,P0095,1,43.15,43.15
O000849,P0024,1,23.22,23.22
O000850,P0055,1,101.35,101.35
O000850,P0091,1,57.87,57.87
O000850,P0044,3,45.57,136.71
O000850,P0080,1,16.57,16.57
O000851,P0026,2,58.36,116.72
O000851,P0044,2,45.57,91.14
O000852,P0049,1,67.1,67.1
O000852,P0054,1,78.81,78.81
O000852,P0026,1,58.36,58.36
O000852,P0060,1,98.04,98.04
O000853,P0085,3,33.61,100.83
O000853,P0011,2,41.34,82.68
O000853,P0071,2,67.82,135.64
O000854,P0096,1,22.69,22.69
O000855,P0089,2,39.73,79.46
O000855,P0019,2,31.66,63.32
O000856,P0032,3,165.9,497.7
O000856,P0002,1,50.25,50.25
O000856,P0116,2,65.43,130.86
O000857,P0035,1,89.44,89.44
O000857,P0078,2,45.63,91.26
O000858,P0101,2,23.35,46.7
O000858,P0058,2,45.35,90.7
O000858,P0063,3,28.11,84.33
O000858,P0106,2,69.58,139.16
O000859,P0064,1,26.64,26.64
O000859,P0035,1,89.44,89.44
O000860,P0057,2,33.0,66.0
O000861,P0001,1,73.55,73.55
O000861,P0092,3,97.63,292.89
O000861,P0027,2,27.37,54.74
O000861,P0005,2,47.44,94.88
O000862,P0027,2,27.37,54.74
O000862,P0061,2,40.96,81.92
O000863,P0084,1,40.01,40.01
O000863,P0094,1,44.85,44.85
O000863,P0027,2,27.37,54.74
O000863,P0104,3,33.74,101.22
O000864,P0054,3,78.81,236.43
O000865,P0010,3,75.61,226.83
O000865,P0038,3,16.85,50.55
O000865,P0049,3,67.1,201.3
O000866,P0112,2,53.74,107.48
O000866,P0068,2,99.7,199.4
O000867,P0012,3,41.29,123.87
O000867,P0114,3,239.35,718.05
O000868,P0111,3,17.27,51.81
O000868,P0103,2,44.45,88.9
O000869,P0098,1,63.86,63.86
O000869,P0096,2,22.69,45.38
O000870,P0077,2,57.53,115.06
O000870,P0089,2,39.73,79.46
O000871,P0082,3,67.64,202.92
O000871,P0099,3,54.77,164.31
O000872,P0087,1,94.56,94.56
O000872,P0015,1,19.4,19.4
O000872,P0050,2,18.96,37.92
O000872,P0100,2,47.43,94.86
O000873,P0111,2,17.27,34.54
O000874,P0077,1,57.53,57.53
O000874,P0045,2,22.49,44.98
O000874,P0001,3,73.55,220.65
O000875,P0120,2,85.73,171.46
O000875,P0100,1,47.43,47.43
O000875,P0089,3,39.73,119.19
O000875,P0103,3,44.45,133.35
O000876,P0090,3,74.29,222.87
O000876,P0065,3,88.9,266.7
O000876,P0045,1,22.49,22.49
O000877,P0067,2,52.29,104.58
O000877,P0065,1,88.9,88.9
O000877,P0074,1,139.6,139.6
O000878,P0083,3,132.52,397.56
O000878,P0061,3,40.96,122.88
O000878,P0037,3,61.89,185.67
O000879,P0105,3,49.56,148.68
O000879,P0090,2,74.29,148.58
O000879,P0103,1,44.45,44.45
O000880,P0048,1,102.95,102.95
O000880,P0072,2,137.39,274.78
O000881,P0067,3,52.29,156.87
O000881,P0052,3,43.33,129.99
O000881,P0116,2,65.43,130.86
O000882,P0117,2,53.47,106.94
O000882,P0085,1,33.61,33.61
O000883,P0108,2,60.63,121.26
O000884,P0054,1,78.81,78.81
O000884,P0095,2,43.15,86.3
O000885,P0044,1,45.57,45.57
O000885,P0062,3,48.84,146.52
O000885,P0071,2,67.82,135.64
O000885,P0056,1,95.47,95.47
O000886,P0030,3,45.83,137.49
O000887,P0049,3,67.1,201.3
O000887,P0068,3,99.7,299.1
O000887,P0058,3,45.35,136.05
O000887,P0077,1,57.53,57.53
O000888,P0096,3,22.69,68.07
O000889,P0003,3,80.53,241.59
O000889,P0016,2,38.96,77.92
O000889,P0080,3,16.57,49.71
O000889,P0064,1,26.64,26.64
O000890,P0001,1,73.55,73.55
O000890,P0104,2,33.74,67.48
O000891,P0075,2,11.34,22.68
O000891,P0094,3,44.85,134.55
O000891,P0028,3,68.4,205.2
O000891,P0095,1,43.15,43.15
O000892,P0016,2,38.96,77.92
O000892,P0003,2,80.53,161.06
O000892,P0100,2,47.43,94.86
O000892,P0081,1,47.86,47.86
O000893,P0018,3,65.93,197.79
O000893,P0050,3,18.96,56.88
O000893,P0069,3,67.83,203.49
O000893,P0110,3,52.21,156.63
O000894,P0068,3,99.7,299.1
O000894,P0107,3,169.31,507.93
O000894,P0119,3,108.39,325.17
O000895,P0084,1,40.01,40.01
O000895,P0071,3,67.82,203.46
O000896,P0112,3,53.74,161.22
O000896,P0022,1,47.68,47.68
O000896,P0114,3,239.35,718.05
O000897,P0072,3,137.39,412.17
O000897,P0077,1,57.53,57.53
O000897,P0032,2,165.9,331.8
O000898,P0094,3,44.85,134.55
O000898,P0049,3,67.1,201.3
O000898,P0105,3,49.56,148.68
O000898,P0064,2,26.64,53.28
O000899,P0067,3,52.29,156.87
O000900,P0008,1,86.53,86.53
O000900,P0052,1,43.33,43.33
O000900,P0053,3,36.37,109.11
O000900,P0042,1,60.51,60.51
O000901,P0039,1,24.61,24.61
O000901,P0028,2,68.4,136.8
O000901,P0007,3,140.83,422.49
O000902,P0033,1,54.16,54.16
O000902,P0085,3,33.61,100.83
O000903,P0022,3,47.68,143.04
O000903,P0033,1,54.16,54.16
O000904,P0108,1,60.63,60.63
O000904,P0005,3,47.44,142.32
O000904,P0052,3,43.33,129.99
O000904,P0037,3,61.89,185.67
O000905,P0034,1,28.94,28.94
O000905,P0069,3,67.83,203.49
O000905,P0059,3,66.6,199.8
O000905,P0097,2,65.21,130.42
O000906,P0114,2,239.35,478.7
O000906,P0074,3,139.6,418.8
O000906,P0113,2,56.61,113.22
O000906,P0097,3,65.21,195.63
O000907,P0050,1,18.96,18.96
O000907,P0019,3,31.66,94.98
O000907,P0023,2,56.86,113.72
O000908,P0104,3,33.74,101.22
O000908,P0081,3,47.86,143.58
O000908,P0092,3,97.63,292.89
O000909,P0019,2,31.66,63.32
O000909,P0039,2,24.61,49.22
O000910,P0079,1,57.69,57.69
O000911,P0112,2,53.74,107.48
O000912,P0060,3,98.04,294.12
O000912,P0034,2,28.94,57.88
O000912,P0007,1,140.83,140.83
O000913,P0040,1,61.44,61.44
O000913,P0100,2,47.43,94.86
O000913,P0036,2,26.25,52.5
O000914,P0099,1,54.77,54.77
O000915,P0053,3,36.37,109.11
O000916,P0103,3,44.45,133.35
O000916,P0049,3,67.1,201.3
O000916,P0067,2,52.29,104.58
O000916,P0056,1,95.47,95.47
O000917,P0024,1,23.22,23.22
O000917,P0015,3,19.4,58.2
O000918,P0087,2,94.56,189.12
O000918,P0077,3,57.53,172.59
O000919,P0103,2,44.45,88.9
O000920,P0047,3,41.41,124.23
O000920,P0061,2,40.96,81.92
O000921,P0053,2,36.37,72.74
O000921,P0100,1,47.43,47.43
O000921,P0004,3,136.16,408.48
O000922,P0048,1,102.95,102.95
O000923,P0096,1,22.69,22.69
O000923,P0086,3,40.4,121.2
O000923,P0067,3,52.29,156.87
O000923,P0102,3,42.42,127.26
O000924,P0004,3,136.16,408.48
O000925,P0015,1,19.4,19.4
O000925,P0003,2,80.53,161.06
O000925,P0064,2,26.64,53.28
O000925,P0062,3,48.84,146.52
O000926,P0033,3,54.16,162.48
O000927,P0049,2,67.1,134.2
O000927,P0036,1,26.25,26.25
O000927,P0027,2,27.37,54.74
O000927,P0119,3,108.39,325.17
O000928,P0007,3,140.83,422.49
O000928,P0060,1,98.04,98.04
O000928,P0089,1,39.73,39.73
O000929,P0081,3,47.86,143.58
O000930,P0070,3,37.07,111.21
O000930,P0105,2,49.56,99.12
O000931,P0002,3,50.25,150.75
O000931,P0113,1,56.61,56.61
O000931,P0081,3,47.86,143.58
O000931,P0053,3,36.37,109.11
O000932,P0087,2,94.56,189.12
O000933,P0076,1,89.4,89.4
O000934,P0070,2,37.07,74.14
O000934,P0022,3,47.68,143.04
O000935,P0098,2,63.86,127.72
O000935,P0085,2,33.61,67.22
O000936,P0003,3,80.53,241.59
O000936,P0058,2,45.35,90.7
O000936,P0091,2,57.87,115.74
O000936,P0002,2,50.25,100.5
O000937,P0022,3,47.68,143.04
O000938,P0115,3,48.65,145.95
O000939,P0118,2,27.08,54.16
O000940,P0064,3,26.64,79.92
O000940,P0032,1,165.9,165.9
O000940,P0037,2,61.89,123.78
O000941,P0083,2,132.52,265.04
O000941,P0098,3,63.86,191.58
O000941,P0034,1,28.94,28.94
O000941,P0002,2,50.25,100.5
O000942,P0045,1,22.49,22.49
O000942,P0107,3,169.31,507.93
O000943,P0089,3,39.73,119.19
O000943,P0014,1,17.32,17.32
O000943,P0008,2,86.53,173.06
O000944,P0080,3,16.57,49.71
O000945,P0047,1,41.41,41.41
O000946,P0082,3,67.64,202.92
O000946,P0015,3,19.4,58.2
O000946,P0059,1,66.6,66.6
O000946,P0064,2,26.64,53.28
O000947,P0029,1,38.08,38.08
O000947,P0067,2,52.29,104.58
O000947,P0022,3,47.68,143.04
O000948,P0005,1,47.44,47.44
O000948,P0031,1,38.05,38.05
O000949,P0056,1,95.47,95.47
O000949,P0055,1,101.35,101.35
O000950,P0002,3,50.25,150.75
O000950,P0051,3,66.32,198.96
O000950,P0083,1,132.52,132.52
O000950,P0040,2,61.44,122.88
O000951,P0043,1,50.94,50.94
O000952,P0060,2,98.04,196.08
O000952,P0038,1,16.85,16.85
O000952,P0035,3,89.44,268.32
O000953,P0107,2,169.31,338.62
O000954,P0040,2,61.44,122.88
O000954,P0048,2,102.95,205.9
O000954,P0101,2,23.35,46.7
O000955,P0116,3,65.43,196.29
O000955,P0049,3,67.1,201.3
O000956,P0072,2,137.39,274.78
O000956,P0065,1,88.9,88.9
O000956,P0057,1,33.0,33.0
O000957,P0114,1,239.35,239.35
O000957,P0026,3,58.36,175.08
O000958,P0104,2,33.74,67.48
O000958,P0039,1,24.61,24.61
O000958,P0046,3,35.45,106.35
O000959,P0006,2,47.44,94.88
O000959,P0077,2,57.53,115.06
O000959,P0085,2,33.61,67.22
O000959,P0050,2,18.96,37.92
O000960,P0031,1,38.05,38.05
O000961,P0005,3,47.44,142.32
O000961,P0116,1,65.43,65.43
O000962,P0100,3,47.43,142.29
O000963,P0004,3,136.16,408.48
O000964,P0106,1,69.58,69.58
O000964,P0052,3,43.33,129.99
O000965,P0026,3,58.36,175.08
O000965,P0065,1,88.9,88.9
O000965,P0072,2,137.39,274.78
O000965,P0023,2,56.86,113.72
O000966,P0016,1,38.96,38.96
O000966,P0106,2,69.58,139.16
O000966,P0032,3,165.9,497.7
O000967,P0098,3,63.86,191.58
O000967,P0047,1,41.41,41.41
O000967,P0002,3,50.25,150.75
O000968,P0050,3,18.96,56.88
O000968,P0064,1,26.64,26.64
O000969,P0035,1,89.44,89.44
O000969,P0072,3,137.39,412.17
O000970,P0100,2,47.43,94.86
O000970,P0024,1,23.22,23.22
O000970,P0030,1,45.83,45.83
O000970,P0073,2,53.44,106.88
O000971,P0075,2,11.34,22.68
O000972,P0100,1,47.43,47.43
O000972,P0117,3,53.47,160.41
O000973,P0097,2,65.21,130.42
O000973,P0020,2,23.4,46.8
O000973,P0033,2,54.16,108.32
O000974,P0045,1,22.49,22.49
O000974,P0011,3,41.34,124.02
O000974,P0025,3,39.38,118.14
O000975,P0085,3,33.61,100.83
O000975,P0109,3,63.72,191.16
O000975,P0102,3,42.42,127.26
O000976,P0049,3,67.1,201.3
O000976,P0100,2,47.43,94.86
O000976,P0054,2,78.81,157.62
O000976,P0002,3,50.25,150.75
O000977,P0049,2,67.1,134.2
O000977,P0088,1,66.5,66.5
O000977,P0005,3,47.44,142.32
O000978,P0099,2,54.77,109.54
O000978,P0033,2,54.16,108.32
O000978,P0086,2,40.4,80.8
O000979,P0099,2,54.77,109.54
O000979,P0116,1,65.43,65.43
O000980,P0098,3,63.86,191.58
O000981,P0079,1,57.69,57.69
O000981,P0113,1,56.61,56.61
O000982,P0038,3,16.85,50.55
O000982,P0002,3,50.25,150.75
O000982,P0097,1,65.21,65.21
O000983,P0030,2,45.83,91.66
O000983,P0103,3,44.45,133.35
O000983,P0020,1,23.4,23.4
O000983,P0004,2,136.16,272.32
O000984,P0071,1,67.82,67.82
O000984,P0074,3,139.6,418.8
O000984,P0077,1,57.53,57.53
O000984,P0025,3,39.38,118.14
O000985,P0089,1,39.73,39.73
O000986,P0035,1,89.44,89.44
O000986,P0033,3,54.16,162.48
O000987,P0106,1,69.58,69.58
O000987,P0043,1,50.94,50.94
O000988,P0033,3,54.16,162.48
O000988,P0103,2,44.45,88.9
O000989,P0044,1,45.57,45.57
O000989,P0108,1,60.63,60.63
O000989,P0077,2,57.53,115.06
O000990,P0073,1,53.44,53.44
O000990,P0119,1,108.39,108.39
O000990,P0061,2,40.96,81.92
O000990,P0082,3,67.64,202.92
O000991,P0111,3,17.27,51.81
O000991,P0080,3,16.57,49.71
O000992,P0067,3,52.29,156.87
O000992,P0114,3,239.35,718.05
O000993,P0061,3,40.96,122.88
O000993,P0055,3,101.35,304.05
O000993,P0095,1,43.15,43.15
O000993,P0114,1,239.35,239.35
O000994,P0056,1,95.47,95.47
O000994,P0055,1,101.35,101.35
O000994,P0069,1,67.83,67.83
O000994,P0077,1,57.53,57.53
O000995,P0052,3,43.33,129.99
O000995,P0078,1,45.63,45.63
O000996,P0018,3,65.93,197.79
O000996,P0071,3,67.82,203.46
O000996,P0030,1,45.83,45.83
O000996,P0118,3,27.08,81.24
O000997,P0100,3,47.43,142.29
O000997,P0003,1,80.53,80.53
O000997,P0055,3,101.35,304.05
O000997,P0094,3,44.85,134.55
O000998,P0079,3,57.69,173.07
O000998,P0094,2,44.85,89.7
O000998,P0037,2,61.89,123.78
O000998,P0001,1,73.55,73.55
O000999,P0020,2,23.4,46.8
O000999,P0058,2,45.35,90.7
O001000,P0078,2,45.63,91.26
O001001,P0077,2,57.53,115.06
O001001,P0119,1,108.39,108.39
O001001,P0082,1,67.64,67.64
O001002,P0098,2,63.86,127.72
O001002,P0054,1,78.81,78.81
O001002,P0083,1,132.52,132.52
O001002,P0022,3,47.68,143.04
O001003,P0058,3,45.35,136.05
O001004,P0048,3,102.95,308.85
O001004,P0050,2,18.96,37.92
O001005,P0053,1,36.37,36.37
O001005,P0045,1,22.49,22.49
O001005,P0095,2,43.15,86.3
O001006,P0060,3,98.04,294.12
O001006,P0117,2,53.47,106.94
O001006,P0031,3,38.05,114.15
O001007,P0119,3,108.39,325.17
O001007,P0049,2,67.1,134.2
O001007,P0118,1,27.08,27.08
O001008,P0041,1,85.04,85.04
O001008,P0099,2,54.77,109.54
O001008,P0065,3,88.9,266.7
O001008,P0087,3,94.56,283.68
O001009,P0017,2,29.73,59.46
O001009,P0060,3,98.04,294.12
O001009,P0066,2,123.19,246.38
O001010,P0033,3,54.16,162.48
O001010,P0111,1,17.27,17.27
O001011,P0091,3,57.87,173.61
O001011,P0044,1,45.57,45.57
O001011,P0008,1,86.53,86.53
O001011,P0011,1,41.34,41.34
O001012,P0046,3,35.45,106.35
O001012,P0035,3,89.44,268.32
O001012,P0077,3,57.53,172.59
O001013,P0012,3,41.29,123.87
O001013,P0114,1,239.35,239.35
O001013,P0097,1,65.21,65.21
O001013,P0087,1,94.56,94.56
O001014,P0014,1,17.32,17.32
O001014,P0004,1,136.16,136.16
O001014,P0022,2,47.68,95.36
O001014,P0052,1,43.33,43.33
O001015,P0109,3,63.72,191.16
O001016,P0110,2,52.21,104.42
O001016,P0030,3,45.83,137.49
O001016,P0103,3,44.45,133.35
O001016,P0008,3,86.53,259.59
O001017,P0058,1,45.35,45.35
O001018,P0026,1,58.36,58.36
O001018,P0058,1,45.35,45.35
O001018,P0008,3,86.53,259.59
O001018,P0043,3,50.94,152.82
O001019,P0115,1,48.65,48.65
O001019,P0008,3,86.53,259.59
O001020,P0106,3,69.58,208.74
O001020,P0063,1,28.11,28.11
O001021,P0051,3,66.32,198.96
O001021,P0033,1,54.16,54.16
O001022,P0114,2,239.35,478.7
O001023,P0059,3,66.6,199.8
O001023,P0073,2,53.44,106.88
O001023,P0031,2,38.05,76.1
O001024,P0073,3,53.44,160.32
O001025,P0049,3,67.1,201.3
O001025,P0039,3,24.61,73.83
O001025,P0108,3,60.63,181.89
O001026,P0057,2,33.0,66.0
O001026,P0119,1,108.39,108.39
O001026,P0120,3,85.73,257.19
O001027,P0080,2,16.57,33.14
O001027,P0026,3,58.36,175.08
O001027,P0097,1,65.21,65.21
O001027,P0107,2,169.31,338.62
O001028,P0038,3,16.85,50.55
O001028,P0016,1,38.96,38.96
O001028,P0105,3,49.56,148.68
O001028,P0082,1,67.64,67.64
O001029,P0031,1,38.05,38.05
O001029,P0075,3,11.34,34.02
O001029,P0017,2,29.73,59.46
O001030,P0017,2,29.73,59.46
O001030,P0107,3,169.31,507.93
O001030,P0030,2,45.83,91.66
O001030,P0008,1,86.53,86.53
O001031,P0013,3,63.13,189.39
O001031,P0072,2,137.39,274.78
O001031,P0061,3,40.96,122.88
