order_id,payment_method,installments
O001003,Tarjeta de crédito,7
O001004,Transferencia,1
O001005,PayPal,1
O001006,PayPal,1
O001007,Transferencia,1
O001008,Transferencia,1
O001009,Transferencia,1
O001010,Tarjeta de débito,1
O001011,Transferencia,1
O001012,Tarjeta de crédito,3
O001013,Transferencia,1
O001014,PayPal,1
O001015,Tarjeta de crédito,12
O001016,PayPal,1
O001017,Transferencia,1
O001018,PayPal,1
O001019,Tarjeta de débito,1
O001020,PayPal,1
O001021,Tarjeta de débito,1
O001022,Transferencia,1
O001023,Tarjeta de débito,1
O001024,Tarjeta de crédito,2
O001025,PayPal,1
O001026,Tarjeta de débito,1
O001027,Tarjeta de débito,1
O001028,PayPal,1
O001029,PayPal,1
O001030,PayPal,1
O001031,Transferencia,1
O001032,Tarjeta de crédito,7
O001033,Tarjeta de débito,1
O001034,Tarjeta de crédito,12
O001035,Transferencia,1
O001036,Transferencia,1
O001037,PayPal,1
O001038,Tarjeta de débito,1
O001039,Tarjeta de débito,1
O001040,Tarjeta de débito,1
O001041,Tarjeta de crédito,11
O001042,Transferencia,1
O001043,PayPal,1
O001044,Tarjeta de débito,1
O001045,Transferencia,1
O001046,Transferencia,1
O001047,Transferencia,1
O001048,Tarjeta de débito,1
O001049,PayPal,1
O001050,Tarjeta de débito,1
O001051,PayPal,1
O001052,Tarjeta de débito,1
O001053,PayPal,1
O001054,Tarjeta de débito,1
O001055,PayPal,1
O001056,Transferencia,1
O001057,Tarjeta de débito,1
O001058,Tarjeta de débito,1
O001059,Tarjeta de crédito,7
O001060,Tarjeta de débito,1
O001061,PayPal,1
O001062,PayPal,1
O001063,PayPal,1
O001064,PayPal,1
O001065,Tarjeta de débito,1
O001066,Transferencia,1
O001067,Transferencia,1
O001068,PayPal,1
O001069,Tarjeta de crédito,2
O001070,PayPal,1
O001071,PayPal,1
O001072,Transferencia,1
O001073,Tarjeta de débito,1
O001074,Tarjeta de crédito,4
O001075,Tarjeta de crédito,2
O001076,Tarjeta de crédito,2
O001077,Transferencia,1
O001078,PayPal,1
O001079,Tarjeta de débito,1
O001080,PayPal,1
O001081,PayPal,1
O001082,Transferencia,1
O001083,PayPal,1
O001084,Tarjeta de crédito,8
O001085,Tarjeta de débito,1
O001086,Tarjeta de débito,1
O001087,Tarjeta de crédito,12
O001088,PayPal,1
O001089,PayPal,1
O001090,Transferencia,1
O001091,Transferencia,1
O001092,Tarjeta de débito,1
O001093,PayPal,1
O001094,PayPal,1
O001095,Transferencia,1
O001096,Tarjeta de débito,1
O001097,Tarjeta de crédito,3
O001098,PayPal,1
O001099,Tarjeta de crédito,4
O001100,Tarjeta de crédito,8
O001101,PayPal,1
O001102,PayPal,1
O001103,Tarjeta de crédito,5
O001104,Tarjeta de débito,1
O001105,Tarjeta de débito,1
O001106,Tarjeta de débito,1
O001107,Tarjeta de débito,1
O001108,Tarjeta de débito,1
O001109,Tarjeta de crédito,5
O001110,Tarjeta de crédito,11
O001111,Transferencia,1
O001112,Tarjeta de crédito,7
O001113,Transferencia,1
O001114,Tarjeta de débito,1
O001115,PayPal,1
O001116,PayPal,1
O001117,Tarjeta de crédito,3
O001118,PayPal,1
O001119,Transferencia,1
O001120,Tarjeta de crédito,8
O001121,Transferencia,1
O001122,PayPal,1
O001123,Tarjeta de débito,1
O001124,Tarjeta de débito,1
O001125,Transferencia,1
O001126,Transferencia,1
O001127,PayPal,1
O001128,Tarjeta de crédito,11
O001129,Tarjeta de débito,1
O001130,PayPal,1
O001131,Tarjeta de crédito,1
O001132,Tarjeta de débito,1
O001133,Tarjeta de débito,1
O001134,Transferencia,1
O001135,PayPal,1
O001136,Tarjeta de débito,1
O001137,Tarjeta de débito,1
O001138,PayPal,1
O001139,PayPal,1
O001140,Tarjeta de crédito,5
O001141,Tarjeta de crédito,2
O001142,Tarjeta de débito,1
O001143,Tarjeta de débito,1
O001144,Transferencia,1
O001145,PayPal,1
O001146,Tarjeta de débito,1
O001147,PayPal,1
O001148,Transferencia,1
O001149,PayPal,1
O001150,Tarjeta de débito,1
O001151,PayPal,1
O001152,Tarjeta de crédito,12
O001153,Tarjeta de crédito,9
O001154,PayPal,1
O001155,Tarjeta de crédito,12
O001156,Tarjeta de débito,1
O001157,Transferencia,1
O001158,PayPal,1
O001159,PayPal,1
O001160,Transferencia,1
O001161,PayPal,1
O001162,Tarjeta de crédito,10
O001163,Transferencia,1
O001164,PayPal,1
O001165,Tarjeta de débito,1
O001166,Transferencia,1
O001167,Tarjeta de crédito,6
O001168,Tarjeta de débito,1
O001169,Transferencia,1
O001170,Tarjeta de débito,1
O001171,PayPal,1
O001172,Tarjeta de crédito,9
O001173,Transferencia,1
O001174,Tarjeta de débito,1
O001175,Tarjeta de débito,1
O001176,Transferencia,1
O001177,Tarjeta de crédito,11
O001178,PayPal,1
O001179,PayPal,1
O001180,Transferencia,1
O001181,Tarjeta de débito,1
O001182,Tarjeta de débito,1
O001183,Tarjeta de crédito,4
O001184,PayPal,1
O001185,Transferencia,1
O001186,Tarjeta de débito,1
O001187,PayPal,1
O001188,Tarjeta de crédito,7
O001189,Tarjeta de débito,1
O001190,Tarjeta de débito,1
O001191,Tarjeta de crédito,2
O001192,PayPal,1
O001193,PayPal,1
O001194,Tarjeta de crédito,6
O001195,Tarjeta de débito,1
O001196,Tarjeta de débito,1
O001197,Tarjeta de débito,1
O001198,PayPal,1
O001199,PayPal,1
O001200,PayPal,1
O001201,Tarjeta de débito,1
O001202,Tarjeta de crédito,12
O001203,Tarjeta de débito,1
O001204,PayPal,1
O001205,Tarjeta de débito,1
O001206,Tarjeta de débito,1
O001207,Tarjeta de débito,1
O001208,PayPal,1
O001209,Tarjeta de crédito,3
O001210,PayPal,1
O001211,PayPal,1
O001212,Tarjeta de débito,1
O001213,PayPal,1
O001214,Tarjeta de débito,1
O001215,Tarjeta de crédito,12
O001216,PayPal,1
O001217,Transferencia,1
O001218,Tarjeta de débito,1
O001219,Tarjeta de crédito,5
O001220,Tarjeta de débito,1
O001221,Transferencia,1
O001222,Transferencia,1
O001223,PayPal,1
O001224,Tarjeta de crédito,9
O001225,Transferencia,1
O001226,Transferencia,1
O001227,Transferencia,1
O001228,PayPal,1
O001229,Tarjeta de débito,1
O001230,Tarjeta de débito,1
O001231,Tarjeta de crédito,3
O001232,PayPal,1
O001233,Tarjeta de débito,1
O001234,Tarjeta de débito,1
O001235,Tarjeta de crédito,12
O001236,Transferencia,1
O001237,Transferencia,1
O001238,PayPal,1
O001239,Tarjeta de débito,1
O001240,PayPal,1
O001241,Tarjeta de débito,1
O001242,Tarjeta de débito,1
O001243,PayPal,1
O001244,Transferencia,1
O001245,Tarjeta de débito,1
O001246,Transferencia,1
O001247,Tarjeta de crédito,4
O001248,Tarjeta de débito,1
O001249,Tarjeta de débito,1
O001250,PayPal,1
O001251,Tarjeta de crédito,11
O001252,Tarjeta de crédito,7
O001253,PayPal,1
O001254,PayPal,1
O001255,PayPal,1
O001256,Transferencia,1
O001257,Transferencia,1
O001258,PayPal,1
O001259,Tarjeta de débito,1
O001260,Tarjeta de crédito,10
O001261,PayPal,1
O001262,PayPal,1
O001263,Transferencia,1
O001264,PayPal,1
O001265,Tarjeta de crédito,8
O001266,Tarjeta de débito,1
O001267,Tarjeta de débito,1
O001268,Tarjeta de débito,1
O001269,PayPal,1
O001270,PayPal,1
O001271,Tarjeta de crédito,3
O001272,Transferencia,1
O001273,Tarjeta de débito,1
O001274,Tarjeta de crédito,9
O001275,PayPal,1
O001276,PayPal,1
O001277,Tarjeta de crédito,6
O001278,Transferencia,1
O001279,PayPal,1
O001280,Transferencia,1
O001281,Tarjeta de débito,1
O001282,PayPal,1
O001283,Tarjeta de crédito,4
O001284,Tarjeta de crédito,8
O001285,Transferencia,1
O001286,Tarjeta de débito,1
O001287,Transferencia,1
O001288,PayPal,1
O001289,Tarjeta de crédito,6
O001290,PayPal,1
O001291,PayPal,1
O001292,Tarjeta de débito,1
O001293,Transferencia,1
O001294,Tarjeta de débito,1
O001295,Tarjeta de crédito,10
O001296,PayPal,1
O001297,PayPal,1
O001298,PayPal,1
O001299,Tarjeta de débito,1
O001300,Tarjeta de crédito,2
O001301,Tarjeta de débito,1
O001302,Tarjeta de débito,1
O001303,Tarjeta de débito,1
O001304,Transferencia,1
O001305,PayPal,1
O001306,PayPal,1
O001307,PayPal,1
O001308,Tarjeta de crédito,8
O001309,Transferencia,1
O001310,Tarjeta de débito,1
O001311,Tarjeta de crédito,6
O001312,Transferencia,1
O001313,Tarjeta de débito,1
O001314,Tarjeta de crédito,6
O001315,Transferencia,1
O001316,Tarjeta de débito,1
O001317,Tarjeta de crédito,12
O001318,PayPal,1
O001319,Tarjeta de débito,1
O001320,Tarjeta de crédito,11
O001321,Tarjeta de crédito,2
O001322,Tarjeta de crédito,3
O001323,PayPal,1
O001324,Tarjeta de débito,1
O001325,PayPal,1
O001326,Tarjeta de crédito,10
O001327,Tarjeta de crédito,1
O001328,Tarjeta de débito,1
O001329,PayPal,1
O001330,Tarjeta de débito,1
O001331,Tarjeta de débito,1
O001332,Tarjeta de débito,1
O001333,Tarjeta de crédito,3
O001334,Tarjeta de débito,1
O001335,Tarjeta de débito,1
O001336,Transferencia,1
O001337,Tarjeta de crédito,10
O001338,PayPal,1
O001339,Tarjeta de crédito,10
O001340,Transferencia,1
O001341,PayPal,1
O001342,Tarjeta de crédito,4
O001343,Tarjeta de crédito,11
O001344,Tarjeta de crédito,8
O001345,PayPal,1
O001346,Tarjeta de crédito,12
O001347,Tarjeta de crédito,11
O001348,PayPal,1
O001349,Transferencia,1
O001350,Tarjeta de crédito,5
O001351,PayPal,1
O001352,Tarjeta de débito,1
O001353,PayPal,1
O001354,Tarjeta de débito,1
O001355,Tarjeta de crédito,3
O001356,Transferencia,1
O001357,Tarjeta de débito,1
O001358,PayPal,1
O001359,PayPal,1
O001360,Tarjeta de débito,1
O001361,Tarjeta de débito,1
O001362,PayPal,1
O001363,Tarjeta de crédito,5
O001364,Tarjeta de crédito,2
O001365,PayPal,1
O001366,PayPal,1
O001367,Tarjeta de débito,1
O001368,PayPal,1
O001369,Tarjeta de crédito,2
O001370,Tarjeta de crédito,9
O001371,Transferencia,1
O001372,PayPal,1
O001373,Tarjeta de crédito,1
O001374,Tarjeta de crédito,12
O001375,Tarjeta de débito,1
O001376,Tarjeta de crédito,12
O001377,Transferencia,1
O001378,Transferencia,1
O001379,PayPal,1
O001380,Tarjeta de crédito,7
O001381,Tarjeta de débito,1
O001382,Transferencia,1
O001383,Tarjeta de crédito,3
O001384,Transferencia,1
O001385,Tarjeta de crédito,10
O001386,Tarjeta de débito,1
O001387,Transferencia,1
O001388,Transferencia,1
O001389,Transferencia,1
O001390,Tarjeta de débito,1
O001391,Transferencia,1
O001392,PayPal,1
O001393,Tarjeta de crédito,11
O001394,PayPal,1
O001395,PayPal,1
O001396,Tarjeta de crédito,7
O001397,Transferencia,1
O001398,PayPal,1
O001399,Tarjeta de débito,1
O001400,Tarjeta de crédito,12
O001401,Tarjeta de crédito,9
O001402,Tarjeta de crédito,1
O001403,Tarjeta de crédito,7
O001404,Transferencia,1
O001405,Tarjeta de débito,1
O001406,Tarjeta de débito,1
O001407,Tarjeta de crédito,4
O001408,Tarjeta de crédito,5
O001409,Tarjeta de débito,1
O001410,Tarjeta de crédito,8
O001411,Transferencia,1
O001412,PayPal,1
O001413,Tarjeta de débito,1
O001414,Tarjeta de débito,1
O001415,Tarjeta de débito,1
O001416,Tarjeta de débito,1
O001417,Tarjeta de crédito,11
O001418,Tarjeta de crédito,1
O001419,PayPal,1
O001420,Tarjeta de débito,1
O001421,Transferencia,1
O001422,Tarjeta de crédito,10
O001423,Tarjeta de crédito,11
O001424,Tarjeta de débito,1
O001425,Tarjeta de crédito,10
O001426,Transferencia,1
O001427,Tarjeta de débito,1
O001428,Transferencia,1
O001429,Tarjeta de crédito,11
O001430,PayPal,1
O001431,Tarjeta de crédito,12
O001432,Tarjeta de débito,1
O001433,Tarjeta de crédito,2
O001434,PayPal,1
O001435,Tarjeta de débito,1
O001436,Tarjeta de débito,1
O001437,Transferencia,1
O001438,Tarjeta de crédito,8
O001439,Transferencia,1
O001440,Tarjeta de débito,1
O001441,PayPal,1
O001442,Tarjeta de crédito,12
O001443,Tarjeta de débito,1
O001444,Transferencia,1
O001445,Tarjeta de débito,1
O001446,Tarjeta de débito,1
O001447,Transferencia,1
O001448,Transferencia,1
O001449,Tarjeta de débito,1
O001450,Tarjeta de débito,1
O001451,Transferencia,1
O001452,Transferencia,1
O001453,Transferencia,1
O001454,Tarjeta de débito,1
O001455,Tarjeta de crédito,12
O001456,Tarjeta de débito,1
O001457,Transferencia,1
O001458,Tarjeta de crédito,8
O001459,PayPal,1
O001460,Tarjeta de crédito,7
O001461,Transferencia,1
O001462,Tarjeta de débito,1
O001463,PayPal,1
O001464,PayPal,1
O001465,Transferencia,1
O001466,PayPal,1
O001467,Tarjeta de crédito,9
O001468,Tarjeta de débito,1
O001469,Transferencia,1
O001470,PayPal,1
O001471,Transferencia,1
O001472,PayPal,1
O001473,Transferencia,1
O001474,Tarjeta de crédito,4
O001475,PayPal,1
O001476,Tarjeta de débito,1
O001477,Transferencia,1
O001478,Tarjeta de crédito,5
O001479,PayPal,1
O001480,PayPal,1
O001481,Tarjeta de débito,1
O001482,PayPal,1
O001483,Transferencia,1
O001484,Tarjeta de débito,1
O001485,PayPal,1
O001486,PayPal,1
O001487,Tarjeta de débito,1
O001488,Tarjeta de débito,1
O001489,Tarjeta de crédito,6
O001490,PayPal,1
O001491,Tarjeta de crédito,11
O001492,Transferencia,1
O001493,Tarjeta de crédito,1
O001494,Tarjeta de débito,1
O001495,PayPal,1
O001496,Tarjeta de débito,1
O001497,Transferencia,1
O001498,Tarjeta de crédito,5
O001499,Tarjeta de débito,1
O001500,Tarjeta de débito,1
O001501,Tarjeta de crédito,2
O001502,Transferencia,1
O001503,Tarjeta de crédito,11
O001504,Transferencia,1
O001505,PayPal,1
O001506,Tarjeta de crédito,4
O001507,Tarjeta de débito,1
O001508,Tarjeta de crédito,3
O001509,PayPal,1
O001510,Transferencia,1
O001511,Transferencia,1
O001512,Transferencia,1
O001513,Transferencia,1
O001514,PayPal,1
O001515,Transferencia,1
O001516,Tarjeta de débito,1
O001517,Transferencia,1
O001518,PayPal,1
O001519,Tarjeta de débito,1
O001520,PayPal,1
O001521,Transferencia,1
O001522,Tarjeta de crédito,6
O001523,Tarjeta de débito,1
O001524,PayPal,1
O001525,Tarjeta de crédito,5
O001526,Tarjeta de crédito,5
O001527,Tarjeta de débito,1
O001528,Tarjeta de débito,1
O001529,PayPal,1
O001530,PayPal,1
O001531,PayPal,1
O001532,Tarjeta de débito,1
O001533,Tarjeta de débito,1
O001534,Tarjeta de crédito,7
O001535,Transferencia,1
O001536,Tarjeta de débito,1
O001537,PayPal,1
O001538,Tarjeta de crédito,4
O001539,Tarjeta de débito,1
O001540,Tarjeta de crédito,7
O001541,Tarjeta de crédito,8
O001542,Tarjeta de crédito,8
O001543,Tarjeta de crédito,2
O001544,Tarjeta de crédito,10
O001545,Tarjeta de débito,1
O001546,PayPal,1
O001547,Tarjeta de débito,1
O001548,Tarjeta de crédito,9
O001549,PayPal,1
O001550,Tarjeta de crédito,4
O001551,Transferencia,1
O001552,PayPal,1
O001553,Transferencia,1
O001554,Tarjeta de crédito,8
O001555,Tarjeta de débito,1
O001556,Tarjeta de crédito,2
O001557,PayPal,1
O001558,Transferencia,1
O001559,PayPal,1
O001560,PayPal,1
O001561,Transferencia,1
O001562,Transferencia,1
O001563,Tarjeta de débito,1
O001564,Tarjeta de débito,1
O001565,Tarjeta de débito,1
O001566,Tarjeta de crédito,4
O001567,PayPal,1
O001568,Transferencia,1
O001569,Tarjeta de crédito,2
O001570,Tarjeta de débito,1
O001571,Tarjeta de crédito,2
O001572,PayPal,1
O001573,Tarjeta de crédito,2
O001574,Transferencia,1
O001575,Tarjeta de crédito,1
O001576,Transferencia,1
O001577,PayPal,1
O001578,Tarjeta de débito,1
O001579,Tarjeta de crédito,10
O001580,Transferencia,1
O001581,Transferencia,1
O001582,PayPal,1
O001583,Tarjeta de crédito,3
O001584,Tarjeta de crédito,11
O001585,PayPal,1
O001586,Tarjeta de débito,1
O001587,PayPal,1
O001588,Tarjeta de crédito,5
O001589,Tarjeta de débito,1
O001590,PayPal,1
O001591,Transferencia,1
O001592,Tarjeta de crédito,6
O001593,Tarjeta de crédito,8
O001594,Tarjeta de débito,1
O001595,PayPal,1
O001596,PayPal,1
O001597,Tarjeta de débito,1
O001598,Transferencia,1
O001599,Tarjeta de crédito,12
O001600,PayPal,1
O001601,Transferencia,1
O001602,PayPal,1
O001603,PayPal,1
O001604,PayPal,1
O001605,Tarjeta de débito,1
O001606,PayPal,1
O001607,Tarjeta de débito,1
O001608,Tarjeta de débito,1
O001609,Tarjeta de crédito,11
O001610,PayPal,1
O001611,Tarjeta de débito,1
O001612,Tarjeta de crédito,4
O001613,Transferencia,1
O001614,PayPal,1
O001615,PayPal,1
O001616,Transferencia,1
O001617,Tarjeta de crédito,6
O001618,Tarjeta de crédito,7
O001619,Tarjeta de crédito,9
O001620,Tarjeta de crédito,6
O001621,Tarjeta de débito,1
O001622,Tarjeta de débito,1
O001623,Tarjeta de crédito,8
O001624,Transferencia,1
O001625,PayPal,1
O001626,Tarjeta de crédito,12
O001627,Tarjeta de débito,1
O001628,PayPal,1
O001629,Tarjeta de débito,1
O001630,PayPal,1
O001631,PayPal,1
O001632,PayPal,1
O001633,Transferencia,1
O001634,Tarjeta de débito,1
O001635,Transferencia,1
O001636,Tarjeta de crédito,11
O001637,Tarjeta de débito,1
O001638,Tarjeta de débito,1
O001639,Tarjeta de crédito,3
O001640,Tarjeta de débito,1
O001641,Tarjeta de débito,1
O001642,PayPal,1
O001643,PayPal,1
O001644,Tarjeta de débito,1
O001645,Tarjeta de débito,1
O001646,Tarjeta de débito,1
O001647,Transferencia,1
O001648,PayPal,1
O001649,Tarjeta de crédito,12
O001650,Tarjeta de débito,1
O001651,PayPal,1
O001652,Tarjeta de débito,1
O001653,Transferencia,1
O001654,Tarjeta de crédito,5
O001655,Tarjeta de débito,1
O001656,Transferencia,1
O001657,Transferencia,1
O001658,Transferencia,1
O001659,Transferencia,1
O001660,Tarjeta de crédito,1
O001661,Tarjeta de crédito,1
O001662,PayPal,1
O001663,Tarjeta de crédito,10
O001664,Transferencia,1
O001665,PayPal,1
O001666,Tarjeta de crédito,3
O001667,PayPal,1
O001668,PayPal,1
O001669,Tarjeta de débito,1
O001670,Tarjeta de débito,1
O001671,PayPal,1
O001672,Transferencia,1
O001673,Tarjeta de crédito,8
O001674,Transferencia,1
O001675,PayPal,1
O001676,PayPal,1
O001677,PayPal,1
O001678,Tarjeta de débito,1
O001679,Tarjeta de crédito,6
O001680,Tarjeta de crédito,7
O001681,Tarjeta de débito,1
O001682,Transferencia,1
O001683,Tarjeta de crédito,6
O001684,Transferencia,1
O001685,Tarjeta de débito,1
O001686,PayPal,1
O001687,Transferencia,1
O001688,PayPal,1
O001689,Tarjeta de crédito,1
O001690,Transferencia,1
O001691,Tarjeta de crédito,5
O001692,Tarjeta de débito,1
O001693,Tarjeta de débito,1
O001694,Transferencia,1
O001695,PayPal,1
O001696,Transferencia,1
O001697,PayPal,1
O001698,Tarjeta de débito,1
O001699,Tarjeta de crédito,5
O001700,Tarjeta de débito,1
O001701,Tarjeta de débito,1
O001702,Tarjeta de crédito,1
O001703,Transferencia,1
O001704,PayPal,1
O001705,Tarjeta de crédito,2
O001706,Tarjeta de crédito,7
O001707,Transferencia,1
O001708,Tarjeta de débito,1
O001709,PayPal,1
O001710,Tarjeta de crédito,1
O001711,Transferencia,1
O001712,Transferencia,1
O001713,Transferencia,1
O001714,Tarjeta de crédito,4
O001715,Tarjeta de débito,1
O001716,Transferencia,1
O001717,Transferencia,1
O001718,Transferencia,1
O001719,Tarjeta de crédito,2
O001720,Transferencia,1
O001721,Tarjeta de débito,1
O001722,Transferencia,1
O001723,Tarjeta de crédito,2
O001724,PayPal,1
O001725,Transferencia,1
O001726,Transferencia,1
O001727,Tarjeta de crédito,7
O001728,Transferencia,1
O001729,PayPal,1
O001730,PayPal,1
O001731,Transferencia,1
O001732,PayPal,1
O001733,Transferencia,1
O001734,Transferencia,1
O001735,PayPal,1
O001736,Transferencia,1
O001737,Tarjeta de débito,1
O001738,Tarjeta de débito,1
O001739,Tarjeta de crédito,6
O001740,Tarjeta de débito,1
O001741,PayPal,1
O001742,Tarjeta de débito,1
O001743,PayPal,1
O001744,Tarjeta de crédito,12
O001745,Transferencia,1
O001746,Tarjeta de crédito,9
O001747,Tarjeta de crédito,3
O001748,PayPal,1
O001749,Transferencia,1
O001750,PayPal,1
O001751,Transferencia,1
O001752,PayPal,1
O001753,PayPal,1
O001754,Tarjeta de débito,1
O001755,Transferencia,1
O001756,Transferencia,1
O001757,Tarjeta de crédito,2
O001758,Transferencia,1
O001759,Tarjeta de crédito,11
O001760,PayPal,1
O001761,PayPal,1
O001762,Tarjeta de débito,1
O001763,Transferencia,1
O001764,PayPal,1
O001765,PayPal,1
O001766,PayPal,1
O001767,PayPal,1
O001768,Tarjeta de crédito,9
O001769,Transferencia,1
O001770,Tarjeta de crédito,6
O001771,Tarjeta de crédito,1
O001772,PayPal,1
O001773,PayPal,1
O001774,Tarjeta de débito,1
O001775,Tarjeta de débito,1
O001776,PayPal,1
O001777,Tarjeta de crédito,3
O001778,Transferencia,1
O001779,Transferencia,1
O001780,Transferencia,1
O001781,Transferencia,1
O001782,Tarjeta de débito,1
O001783,Transferencia,1
O001784,Tarjeta de crédito,12
O001785,Tarjeta de crédito,12
O001786,Tarjeta de crédito,10
O001787,PayPal,1
O001788,Tarjeta de débito,1
O001789,PayPal,1
O001790,Tarjeta de crédito,3
O001791,Tarjeta de crédito,5
O001792,Transferencia,1
O001793,PayPal,1
O001794,Transferencia,1
O001795,PayPal,1
O001796,Tarjeta de débito,1
O001797,PayPal,1
O001798,Transferencia,1
O001799,Tarjeta de crédito,11
O001800,Tarjeta de débito,1
O001801,PayPal,1
O001802,Tarjeta de crédito,4
O001803,Tarjeta de débito,1
O001804,Tarjeta de débito,1
O001805,Tarjeta de débito,1
O001806,Transferencia,1
O001807,PayPal,1
O001808,PayPal,1
O001809,PayPal,1
O001810,Tarjeta de débito,1
O001811,Tarjeta de crédito,3
O001812,Tarjeta de crédito,10
O001813,Tarjeta de crédito,5
O001814,PayPal,1
O001815,Tarjeta de débito,1
O001816,Tarjeta de débito,1
O001817,PayPal,1
O001818,Transferencia,1
O001819,Tarjeta de débito,1
O001820,Tarjeta de crédito,4
O001821,Transferencia,1
O001822,Tarjeta de débito,1
O001823,Transferencia,1
O001824,PayPal,1
O001825,Transferencia,1
O001826,Transferencia,1
O001827,PayPal,1
O001828,Tarjeta de crédito,5
O001829,Tarjeta de crédito,3
O001830,PayPal,1
O001831,Transferencia,1
O001832,PayPal,1
O001833,PayPal,1
O001834,Tarjeta de débito,1
O001835,Transferencia,1
O001836,Tarjeta de débito,1
O001837,Transferencia,1
O001838,Tarjeta de crédito,9
O001839,Transferencia,1
O001840,Transferencia,1
O001841,Tarjeta de crédito,2
O001842,Tarjeta de débito,1
O001843,PayPal,1
O001844,PayPal,1
O001845,PayPal,1
O001846,Transferencia,1
O001847,Transferencia,1
O001848,Transferencia,1
O001849,Tarjeta de débito,1
O001850,Tarjeta de débito,1
O001851,PayPal,1
O001852,PayPal,1
O001853,PayPal,1
O001854,Tarjeta de crédito,6
O001855,Transferencia,1
O001856,Tarjeta de débito,1
O001857,Transferencia,1
O001858,PayPal,1
O001859,Tarjeta de crédito,12
O001860,Tarjeta de crédito,4
O001861,PayPal,1
O001862,Tarjeta de crédito,1
O001863,PayPal,1
O001864,Tarjeta de débito,1
O001865,Tarjeta de débito,1
O001866,Transferencia,1
O001867,Transferencia,1
O001868,Tarjeta de crédito,1
O001869,Tarjeta de crédito,8
O001870,Transferencia,1
O001871,Tarjeta de crédito,9
O001872,Transferencia,1
O001873,Tarjeta de crédito,8
O001874,Tarjeta de crédito,6
O001875,PayPal,1
O001876,Tarjeta de crédito,10
O001877,Tarjeta de débito,1
O001878,PayPal,1
O001879,Transferencia,1
O001880,Tarjeta de crédito,1
O001881,Transferencia,1
O001882,Tarjeta de débito,1
O001883,PayPal,1
O001884,Tarjeta de débito,1
O001885,Tarjeta de crédito,7
O001886,Tarjeta de débito,1
O001887,Tarjeta de débito,1
O001888,PayPal,1
O001889,PayPal,1
O001890,Tarjeta de crédito,8
O001891,Tarjeta de débito,1
O001892,Tarjeta de débito,1
O001893,PayPal,1
O001894,PayPal,1
O001895,PayPal,1
O001896,Tarjeta de crédito,3
O001897,PayPal,1
O001898,Tarjeta de débito,1
O001899,Tarjeta de débito,1
O001900,Tarjeta de débito,1
O001901,Tarjeta de débito,1
O001902,Tarjeta de débito,1
O001903,PayPal,1
O001904,Tarjeta de débito,1
O001905,Tarjeta de débito,1
O001906,Transferencia,1
O001907,Tarjeta de débito,1
O001908,Tarjeta de débito,1
O001909,Tarjeta de crédito,11
O001910,Transferencia,1
O001911,Transferencia,1
O001912,Transferencia,1
O001913,Tarjeta de débito,1
O001914,Transferencia,1
O001915,Tarjeta de crédito,4
O001916,Tarjeta de débito,1
O001917,Tarjeta de débito,1
O001918,Tarjeta de débito,1
O001919,Transferencia,1
O001920,Transferencia,1
O001921,Transferencia,1
O001922,Transferencia,1
O001923,Transferencia,1
O001924,Tarjeta de crédito,6
O001925,Tarjeta de crédito,5
O001926,Tarjeta de crédito,6
O001927,Tarjeta de débito,1
O001928,PayPal,1
O001929,Tarjeta de débito,1
O001930,PayPal,1
O001931,PayPal,1
O001932,Tarjeta de crédito,8
O001933,Tarjeta de débito,1
O001934,Transferencia,1
O001935,Transferencia,1
O001936,Tarjeta de crédito,6
O001937,PayPal,1
O001938,PayPal,1
O001939,Transferencia,1
O001940,Tarjeta de crédito,3
O001941,Transferencia,1
O001942,Transferencia,1
O001943,PayPal,1
O001944,Tarjeta de crédito,11
O001945,Transferencia,1
O001946,Tarjeta de débito,1
O001947,PayPal,1
O001948,Tarjeta de crédito,8
O001949,Tarjeta de crédito,3
O001950,Tarjeta de crédito,3
O001951,Tarjeta de débito,1
O001952,Transferencia,1
O001953,Tarjeta de débito,1
O001954,Transferencia,1
O001955,Tarjeta de débito,1
O001956,Transferencia,1
O001957,Tarjeta de crédito,5
O001958,Transferencia,1
O001959,Tarjeta de débito,1
O001960,Tarjeta de crédito,7
O001961,Tarjeta de débito,1
O001962,Tarjeta de crédito,12
O001963,Tarjeta de crédito,6
O001964,PayPal,1
O001965,Tarjeta de crédito,8
O001966,Transferencia,1
O001967,Transferencia,1
O001968,PayPal,1
O001969,Tarjeta de débito,1
O001970,Transferencia,1
O001971,Tarjeta de débito,1
O001972,Tarjeta de débito,1
O001973,Tarjeta de crédito,3
O001974,Transferencia,1
O001975,Tarjeta de crédito,11
O001976,Tarjeta de débito,1
O001977,Tarjeta de débito,1
O001978,Tarjeta de crédito,7
O001979,Tarjeta de crédito,1
O001980,Tarjeta de débito,1
O001981,Transferencia,1
O001982,PayPal,1
O001983,Tarjeta de crédito,4
O001984,Tarjeta de débito,1
O001985,Tarjeta de crédito,6
O001986,Tarjeta de débito,1
O001987,Tarjeta de crédito,6
O001988,PayPal,1
O001989,Tarjeta de débito,1
O001990,PayPal,1
O001991,Tarjeta de débito,1
O001992,Tarjeta de débito,1
O001993,Transferencia,1
O001994,PayPal,1
O001995,Transferencia,1
O001996,Tarjeta de crédito,4
O001997,Tarjeta de crédito,5
O001998,Tarjeta de débito,1
O001999,Tarjeta de débito,1
