order_id,customer_id,order_date,delivery_date,order_total
O001096,C00129,2024-11-21 02:09:34.319285,2024-11-27 02:09:34.319285,537.48
O001097,C00843,2024-10-16 08:56:29.511491,2024-10-19 08:56:29.511491,187.88
O001098,C00861,2025-12-30 20:24:51.940635,2025-12-31 20:24:51.940635,246.38
O001099,C00170,2025-02-12 05:19:32.320139,2025-02-19 05:19:32.320139,267.51
O001100,C00264,2025-03-10 09:02:11.155577,2025-03-15 09:02:11.155577,38.08
O001101,C00771,2024-09-19 03:34:13.822390,2024-09-23 03:34:13.822390,295.36
O001102,C00704,2026-03-22 00:31:03.516116,2026-03-25 00:31:03.516116,302.02
O001103,C00139,2025-04-19 07:15:46.088786,2025-04-25 07:15:46.088786,50.25
O001104,C00529,2024-07-06 21:50:37.592705,2024-07-08 21:50:37.592705,602.09
O001105,C00376,2025-10-21 19:21:29.339492,2025-10-27 19:21:29.339492,326.48
O001106,C00770,2025-05-02 12:17:51.921162,2025-05-09 12:17:51.921162,443.96
O001107,C00151,2025-12-26 10:18:55.065865,2025-12-31 10:18:55.065865,407.62
O001108,C00653,2024-12-15 21:28:56.570993,2024-12-19 21:28:56.570993,480.8
O001109,C00946,2024-12-24 20:43:25.104595,2024-12-30 20:43:25.104595,137.49
O001110,C00240,2025-04-26 18:08:29.763228,2025-04-28 18:08:29.763228,684.81
O001111,C00573,2025-05-21 00:51:48.155076,2025-05-24 00:51:48.155076,188.44
O001112,C00564,2025-10-25 15:21:10.745190,2025-10-28 15:21:10.745190,565.99
O001113,C00902,2026-04-13 05:49:05.947334,2026-04-18 05:49:05.947334,186.04
O001114,C00493,2024-09-23 17:55:04.722605,2024-09-25 17:55:04.722605,157.73
O001115,C00030,2025-04-06 21:38:02.773932,2025-04-12 21:38:02.773932,140.1
O001116,C00027,2025-04-25 23:18:55.022640,2025-04-28 23:18:55.022640,22.49
O001117,C00072,2025-11-01 04:35:14.066756,2025-11-05 04:35:14.066756,494.19
O001118,C00057,2025-08-04 05:16:50.951230,2025-08-05 05:16:50.951230,467.58
O001119,C00118,2025-07-04 06:12:44.118011,2025-07-11 06:12:44.118011,577.36
O001120,C00526,2026-02-25 13:05:04.549489,2026-03-04 13:05:04.549489,234.36
O001121,C00182,2024-10-04 07:18:42.002166,2024-10-07 07:18:42.002166,539.72
O001122,C00795,2025-05-05 07:46:56.160763,2025-05-12 07:46:56.160763,193.32
O001123,C00350,2025-05-01 04:30:08.445507,2025-05-07 04:30:08.445507,304.78
O001124,C00758,2024-11-13 04:51:01.918608,2024-11-19 04:51:01.918608,142.29
O001125,C00262,2026-01-13 17:07:59.228549,2026-01-20 17:07:59.228549,318.63
O001126,C00733,2025-06-10 14:07:51.844926,2025-06-16 14:07:51.844926,94.98
O001127,C00860,2024-09-08 01:09:01.022238,2024-09-11 01:09:01.022238,121.63
O001128,C00026,2025-06-06 11:56:34.792844,2025-06-09 11:56:34.792844,354.95
O001129,C00031,2025-12-24 21:21:07.403609,2025-12-30 21:21:07.403609,530.26
O001130,C00346,2025-03-19 12:27:00.269263,2025-03-24 12:27:00.269263,336.39
O001131,C00482,2025-01-27 15:09:07.139642,2025-02-02 15:09:07.139642,56.61
O001132,C00056,2025-07-02 13:14:35.057537,2025-07-03 13:14:35.057537,69.9
O001133,C00650,2025-12-19 22:59:03.104166,2025-12-23 22:59:03.104166,37.92
O001134,C00020,2025-09-29 23:17:35.182054,2025-10-06 23:17:35.182054,65.21
O001135,C00488,2025-10-20 06:00:07.976232,2025-10-26 06:00:07.976232,540.54
O001136,C00798,2025-01-29 08:26:14.774828,2025-02-06 08:26:14.774828,84.84
O001137,C00693,2025-07-08 19:33:34.281725,2025-07-11 19:33:34.281725,26.64
O001138,C00243,2025-03-29 21:33:05.938548,2025-04-05 21:33:05.938548,483.91
O001139,C00720,2026-04-10 05:58:27.566354,2026-04-14 05:58:27.566354,744.93
O001140,C00643,2026-05-15 12:13:48.608125,2026-05-19 12:13:48.608125,198.96
O001141,C00714,2026-04-08 14:30:16.581623,2026-04-14 14:30:16.581623,50.94
O001142,C00299,2024-12-19 01:21:28.279763,2024-12-21 01:21:28.279763,275.98
O001143,C00881,2024-11-07 15:47:30.863415,2024-11-10 15:47:30.863415,864.0
O001144,C00449,2025-06-27 21:47:36.273985,2025-06-28 21:47:36.273985,391.17
O001145,C00288,2024-12-14 04:41:00.189685,2024-12-15 04:41:00.189685,268.32
O001146,C00251,2026-05-23 04:51:38.038794,2026-05-28 04:51:38.038794,423.14
O001147,C00965,2024-11-23 13:00:29.682954,2024-11-28 13:00:29.682954,314.17
O001148,C00577,2025-02-24 20:44:45.123562,2025-02-25 20:44:45.123562,187.8
O001149,C00076,2025-03-11 17:13:10.627836,2025-03-15 17:13:10.627836,397.57
O001150,C00740,2026-01-22 10:19:21.107954,2026-01-28 10:19:21.107954,697.6
O001151,C00548,2025-12-22 14:17:42.779747,2025-12-26 14:17:42.779747,195.37
O001152,C00786,2026-03-30 22:34:30.356355,2026-04-06 22:34:30.356355,447.3
O001153,C00441,2025-04-21 13:42:19.138894,2025-04-24 13:42:19.138894,34.64
O001154,C00951,2024-11-12 17:36:10.306576,2024-11-14 17:36:10.306576,221.95
O001155,C00886,2025-06-04 09:16:18.314212,2025-06-11 09:16:18.314212,213.97
O001156,C00754,2025-12-11 03:26:45.648530,2025-12-17 03:26:45.648530,407.55
O001157,C00573,2024-10-23 01:55:23.009575,2024-10-29 01:55:23.009575,169.31
O001158,C00393,2025-01-08 10:26:54.445367,2025-01-13 10:26:54.445367,334.91
O001159,C00405,2025-02-25 14:52:21.235282,2025-03-05 14:52:21.235282,80.21
O001160,C00185,2025-08-24 23:04:03.980008,2025-08-25 23:04:03.980008,292.89
O001161,C00161,2025-11-27 13:26:31.022973,2025-12-01 13:26:31.022973,351.65
O001162,C00541,2025-06-01 21:17:03.727377,2025-06-07 21:17:03.727377,593.84
O001163,C00223,2025-11-13 09:45:42.771545,2025-11-20 09:45:42.771545,828.69
O001164,C00326,2026-04-09 06:23:05.951449,2026-04-13 06:23:05.951449,29.73
O001165,C00488,2025-04-05 21:30:16.704111,2025-04-08 21:30:16.704111,197.42
O001166,C00442,2026-04-28 20:27:10.966629,2026-05-02 20:27:10.966629,111.21
O001167,C00204,2026-06-03 14:32:25.977763,2026-06-08 14:32:25.977763,178.8
O001168,C00352,2026-04-08 08:51:37.384562,2026-04-12 08:51:37.384562,677.21
O001169,C00813,2025-11-19 18:14:36.422405,2025-11-26 18:14:36.422405,251.25
O001170,C00896,2025-01-13 04:23:52.595757,2025-01-19 04:23:52.595757,399.83
O001171,C00413,2025-11-15 03:50:30.924761,2025-11-20 03:50:30.924761,217.59
O001172,C00454,2025-02-14 04:13:44.853173,2025-02-20 04:13:44.853173,122.88
O001173,C00031,2026-05-03 08:00:48.157499,2026-05-06 08:00:48.157499,677.03
O001174,C00138,2024-12-09 04:33:43.676810,2024-12-15 04:33:43.676810,117.71
O001175,C00681,2025-03-29 17:19:30.974374,2025-04-05 17:19:30.974374,586.91
O001176,C00443,2025-11-09 19:45:20.404280,2025-11-19 19:45:20.404280,112.03
O001177,C00429,2025-05-22 03:35:08.137513,2025-05-29 03:35:08.137513,588.15
O001178,C00658,2026-05-08 02:43:38.904282,2026-05-11 02:43:38.904282,489.11
O001179,C00920,2025-04-30 08:51:29.258532,2025-05-05 08:51:29.258532,367.75
O001180,C00634,2025-07-10 08:07:38.332230,2025-07-16 08:07:38.332230,301.76
O001181,C00711,2025-08-04 16:27:22.527505,2025-08-11 16:27:22.527505,177.0
O001182,C00033,2025-08-07 08:20:27.456356,2025-08-13 08:20:27.456356,149.13
O001183,C00524,2026-06-07 11:35:46.903783,2026-06-12 11:35:46.903783,39.73
O001184,C00864,2024-09-26 06:03:10.760001,2024-09-29 06:03:10.760001,180.49
O001185,C00019,2026-01-11 22:51:03.700062,2026-01-14 22:51:03.700062,202.7
O001186,C00748,2025-11-17 12:01:57.466472,2025-11-20 12:01:57.466472,344.45
O001187,C00396,2026-06-14 05:43:12.707235,2026-06-20 05:43:12.707235,604.02
O001188,C00766,2025-09-22 18:33:55.901328,2025-09-28 18:33:55.901328,813.47
O001189,C00475,2026-02-08 00:24:24.385165,2026-02-14 00:24:24.385165,46.8
O001190,C00410,2025-08-12 14:32:50.801411,2025-08-15 14:32:50.801411,170.08
O001191,C00464,2026-04-10 13:49:39.430953,2026-04-12 13:49:39.430953,424.88
O001192,C00798,2025-06-06 10:21:22.390837,2025-06-08 10:21:22.390837,687.49
O001193,C00544,2024-10-10 17:43:44.198729,2024-10-13 17:43:44.198729,165.9
O001194,C00430,2026-05-07 16:45:33.080432,2026-05-10 16:45:33.080432,529.37
O001195,C00205,2025-01-26 04:13:44.939747,2025-01-30 04:13:44.939747,195.41
O001196,C00810,2025-06-15 06:14:51.108269,2025-06-22 06:14:51.108269,331.04
O001197,C00262,2025-06-04 03:17:52.170917,2025-06-14 03:17:52.170917,590.14
O001198,C00308,2025-02-25 02:57:37.000240,2025-02-27 02:57:37.000240,53.28
O001199,C00802,2025-06-07 17:43:21.702861,2025-06-12 17:43:21.702861,264.23
O001200,C00075,2026-05-06 04:59:56.364374,2026-05-10 04:59:56.364374,34.02
O001201,C00134,2024-12-06 11:57:23.707202,2024-12-07 11:57:23.707202,364.85
O001202,C00324,2024-11-25 05:33:29.119494,2024-11-27 05:33:29.119494,367.1
O001203,C00348,2025-03-21 12:03:22.032742,2025-03-26 12:03:22.032742,622.14
O001204,C00891,2024-12-10 00:13:13.063382,2024-12-13 00:13:13.063382,534.99
O001205,C00223,2025-01-21 11:34:16.165172,2025-01-22 11:34:16.165172,330.13
O001206,C00413,2024-06-30 06:22:40.732750,2024-07-01 06:22:40.732750,710.85
O001207,C00127,2026-05-17 21:46:26.179550,2026-05-23 21:46:26.179550,404.7
O001208,C00208,2026-03-15 22:10:11.574669,2026-03-20 22:10:11.574669,716.11
O001209,C00606,2025-12-02 21:44:49.656394,2025-12-08 21:44:49.656394,198.96
O001210,C00941,2024-07-18 06:23:19.600867,2024-07-23 06:23:19.600867,253.91
O001211,C00592,2025-09-12 14:19:04.524056,2025-09-18 14:19:04.524056,228.8
O001212,C00839,2026-05-17 04:49:16.678984,2026-05-21 04:49:16.678984,130.23
O001213,C00948,2025-04-29 15:10:00.609334,2025-05-02 15:10:00.609334,222.75
O001214,C00167,2024-07-26 08:51:38.217647,2024-07-30 08:51:38.217647,175.39
O001215,C00377,2026-05-19 18:20:41.550516,2026-05-23 18:20:41.550516,121.02
O001216,C00587,2026-05-16 00:35:09.836862,2026-05-19 00:35:09.836862,533.18
O001217,C00540,2025-02-05 10:08:30.992870,2025-02-08 10:08:30.992870,220.5
O001218,C00280,2024-08-19 23:22:26.094836,2024-08-25 23:22:26.094836,71.01
O001219,C00565,2024-11-17 00:12:13.050736,2024-11-21 00:12:13.050736,115.74
O001220,C00660,2025-09-23 22:09:57.856395,2025-09-29 22:09:57.856395,892.8
O001221,C00671,2025-07-03 04:27:11.028830,2025-07-06 04:27:11.028830,61.44
O001222,C00080,2026-06-03 22:00:09.466145,2026-06-06 22:00:09.466145,542.68
O001223,C00710,2025-01-05 10:00:58.300513,2025-01-10 10:00:58.300513,326.53
O001224,C00571,2024-10-17 17:35:20.805158,2024-10-19 17:35:20.805158,548.73
O001225,C00894,2025-10-09 06:43:11.672054,2025-10-11 06:43:11.672054,202.7
O001226,C00151,2026-03-20 09:05:48.765189,2026-03-24 09:05:48.765189,26.64
O001227,C00396,2025-10-05 08:40:18.271464,2025-10-09 08:40:18.271464,208.74
O001228,C00259,2024-10-30 20:52:22.982860,2024-11-01 20:52:22.982860,66.6
O001229,C00465,2025-07-20 03:49:59.951185,2025-07-23 03:49:59.951185,675.38
O001230,C00380,2024-11-05 07:54:44.967132,2024-11-08 07:54:44.967132,493.86
O001231,C00814,2024-12-21 12:57:05.862058,2024-12-24 12:57:05.862058,650.67
O001232,C00207,2025-07-17 11:42:29.806051,2025-07-22 11:42:29.806051,244.7
O001233,C00492,2024-08-01 10:07:41.661313,2024-08-03 10:07:41.661313,630.11
O001234,C00317,2025-07-07 17:32:44.173215,2025-07-09 17:32:44.173215,472.91
O001235,C00469,2025-09-06 01:07:18.810673,2025-09-09 01:07:18.810673,52.21
O001236,C00499,2026-06-07 01:26:22.747071,2026-06-13 01:26:22.747071,832.67
O001237,C00284,2025-04-19 16:17:20.531396,2025-04-27 16:17:20.531396,172.47
O001238,C00715,2025-09-15 14:53:16.901674,2025-09-21 14:53:16.901674,53.47
O001239,C00573,2025-12-04 09:15:27.721677,2025-12-08 09:15:27.721677,81.23
O001240,C00316,2024-08-18 09:41:40.672149,2024-08-25 09:41:40.672149,331.8
O001241,C00602,2025-02-26 09:21:22.249208,2025-03-03 09:21:22.249208,359.0
O001242,C00225,2025-07-12 04:01:13.020416,2025-07-13 04:01:13.020416,99.7
O001243,C00124,2025-06-26 20:09:57.662565,2025-07-01 20:09:57.662565,181.89
O001244,C00764,2024-10-25 20:21:54.040812,2024-10-31 20:21:54.040812,101.88
O001245,C00172,2025-03-06 17:10:46.453356,2025-03-10 17:10:46.453356,347.23
O001246,C00282,2025-02-22 14:31:52.533401,2025-02-27 14:31:52.533401,197.46
O001247,C00944,2025-08-07 20:44:10.706577,2025-08-11 20:44:10.706577,252.72
O001248,C00962,2024-10-05 04:31:10.843987,2024-10-08 04:31:10.843987,364.38
O001249,C00635,2025-05-10 21:13:30.632146,2025-05-12 21:13:30.632146,43.33
O001250,C00394,2026-04-16 02:43:14.964414,2026-04-20 02:43:14.964414,68.07
O001251,C00172,2025-03-25 22:26:34.512578,2025-03-27 22:26:34.512578,31.66
O001252,C00812,2024-12-08 12:17:20.110852,2024-12-14 12:17:20.110852,359.64
O001253,C00729,2024-06-23 21:34:11.541663,2024-06-29 21:34:11.541663,157.05
O001254,C00210,2025-04-11 23:28:42.104470,2025-04-16 23:28:42.104470,165.08
O001255,C00668,2026-04-01 06:14:10.422756,2026-04-07 06:14:10.422756,61.89
O001256,C00379,2024-07-24 16:17:35.210540,2024-07-29 16:17:35.210540,166.3
O001257,C00520,2026-01-06 03:06:21.343210,2026-01-12 03:06:21.343210,135.66
O001258,C00613,2025-08-14 23:36:50.007729,2025-08-17 23:36:50.007729,148.05
O001259,C00901,2025-01-24 14:42:45.490135,2025-01-31 14:42:45.490135,488.18
O001260,C00407,2024-08-25 08:41:52.526014,2024-09-02 08:41:52.526014,252.93
O001261,C00166,2025-10-16 23:37:16.971945,2025-10-20 23:37:16.971945,81.92
O001262,C00911,2024-08-09 01:35:00.978311,2024-08-12 01:35:00.978311,625.56
O001263,C00117,2024-10-30 08:37:03.247790,2024-11-07 08:37:03.247790,702.48
O001264,C00942,2025-07-18 09:04:41.425000,2025-07-22 09:04:41.425000,736.17
O001265,C00208,2025-12-21 06:33:49.664486,2025-12-28 06:33:49.664486,100.64
O001266,C00533,2026-03-02 13:45:43.098170,2026-03-05 13:45:43.098170,394.65
O001267,C00602,2024-09-23 02:59:07.469682,2024-09-27 02:59:07.469682,382.08
O001268,C00157,2025-02-17 21:43:03.012586,2025-02-20 21:43:03.012586,304.05
O001269,C00206,2025-04-27 18:54:56.130535,2025-04-30 18:54:56.130535,239.29
O001270,C00007,2025-03-12 01:53:19.068932,2025-03-13 01:53:19.068932,266.02
O001271,C00633,2025-05-12 07:40:53.498602,2025-05-16 07:40:53.498602,545.37
O001272,C00132,2025-07-22 21:31:59.757861,2025-07-24 21:31:59.757861,463.16
O001273,C00582,2024-12-04 12:52:32.007057,2024-12-08 12:52:32.007057,346.77
O001274,C00975,2026-03-18 18:20:39.700460,2026-03-23 18:20:39.700460,256.91
O001275,C00118,2026-01-15 05:44:57.656179,2026-01-19 05:44:57.656179,501.99
O001276,C00518,2026-01-07 16:37:40.242475,2026-01-13 16:37:40.242475,47.86
O001277,C00335,2026-03-13 03:49:32.713141,2026-03-18 03:49:32.713141,280.34
O001278,C00314,2024-09-03 10:00:21.571159,2024-09-04 10:00:21.571159,563.81
O001279,C00287,2025-08-09 07:53:07.630583,2025-08-12 07:53:07.630583,250.12
O001280,C00377,2025-09-10 17:28:00.848171,2025-09-18 17:28:00.848171,393.11
O001281,C00466,2024-07-15 23:19:11.380617,2024-07-21 23:19:11.380617,171.46
O001282,C00696,2026-03-13 04:08:50.659654,2026-03-18 04:08:50.659654,171.7
O001283,C00404,2024-10-30 00:56:41.659545,2024-11-04 00:56:41.659545,128.52
O001284,C00600,2026-06-06 09:56:50.925228,2026-06-10 09:56:50.925228,99.12
O001285,C00426,2024-07-10 12:26:02.602884,2024-07-13 12:26:02.602884,165.12
O001286,C00587,2025-09-04 22:16:25.780798,2025-09-06 22:16:25.780798,187.68
O001287,C00943,2026-02-05 03:14:46.614546,2026-02-10 03:14:46.614546,256.36
O001288,C00637,2025-06-04 08:13:55.567541,2025-06-05 08:13:55.567541,644.98
O001289,C00392,2026-04-26 16:01:42.156770,2026-04-28 16:01:42.156770,162.48
O001290,C00386,2025-12-03 17:12:51.773302,2025-12-07 17:12:51.773302,447.51
O001291,C00769,2026-04-17 15:51:56.211720,2026-04-18 15:51:56.211720,266.7
O001292,C00879,2025-05-28 10:47:59.704288,2025-06-01 10:47:59.704288,159.36
O001293,C00237,2024-07-02 09:26:15.711180,2024-07-05 09:26:15.711180,392.71
O001294,C00435,2026-03-24 16:00:51.222664,2026-03-30 16:00:51.222664,202.7
O001295,C00264,2024-11-19 07:24:18.301776,2024-11-20 07:24:18.301776,307.82
O001296,C00975,2025-12-02 06:37:48.623575,2025-12-06 06:37:48.623575,47.44
O001297,C00494,2024-12-28 06:54:11.964629,2024-12-29 06:54:11.964629,529.25
O001298,C00527,2026-06-07 15:52:33.355920,2026-06-11 15:52:33.355920,65.92
O001299,C00640,2025-10-29 01:03:29.838700,2025-11-05 01:03:29.838700,198.05
O001300,C00415,2025-08-27 01:57:21.428196,2025-09-02 01:57:21.428196,54.16
O001301,C00606,2026-04-29 05:55:40.304091,2026-05-01 05:55:40.304091,261.19
O001302,C00353,2025-10-07 01:22:36.252127,2025-10-12 01:22:36.252127,336.27
O001303,C00198,2025-05-27 21:38:21.753540,2025-06-01 21:38:21.753540,178.88
O001304,C00520,2026-03-09 23:25:47.851664,2026-03-16 23:25:47.851664,100.83
O001305,C00088,2025-06-13 14:09:27.331365,2025-06-17 14:09:27.331365,126.26
O001306,C00282,2024-08-11 08:06:19.495429,2024-08-15 08:06:19.495429,195.58
O001307,C00433,2025-03-02 19:09:02.418221,2025-03-06 19:09:02.418221,197.12
O001308,C00539,2026-03-13 07:45:03.496061,2026-03-16 07:45:03.496061,625.77
O001309,C00253,2025-12-22 07:38:08.764055,2025-12-29 07:38:08.764055,139.16
O001310,C00870,2025-09-09 13:30:02.259730,2025-09-15 13:30:02.259730,496.8
O001311,C00479,2025-09-08 21:30:52.719031,2025-09-12 21:30:52.719031,139.16
O001312,C00743,2025-12-14 11:05:01.892385,2025-12-23 11:05:01.892385,195.26
O001313,C00496,2024-09-05 10:46:20.354619,2024-09-12 10:46:20.354619,602.6
O001314,C00422,2026-01-26 15:19:00.555544,2026-02-01 15:19:00.555544,347.3
O001315,C00994,2025-04-22 18:37:47.889122,2025-04-27 18:37:47.889122,551.46
O001316,C00604,2024-06-24 23:47:32.629944,2024-06-28 23:47:32.629944,797.87
O001317,C00801,2025-01-23 19:09:01.301332,2025-01-29 19:09:01.301332,321.75
O001318,C00729,2025-09-30 23:03:56.849537,2025-10-03 23:03:56.849537,307.08
O001319,C00063,2024-06-28 05:34:33.633135,2024-07-03 05:34:33.633135,86.66
O001320,C00867,2024-07-12 03:47:51.262243,2024-07-18 03:47:51.262243,631.79
O001321,C00854,2025-02-04 22:13:25.033555,2025-02-05 22:13:25.033555,757.76
O001322,C00367,2025-07-20 23:55:55.947434,2025-07-26 23:55:55.947434,203.54
O001323,C00244,2025-06-17 08:33:25.576815,2025-06-18 08:33:25.576815,738.29
O001324,C00535,2025-05-08 06:05:36.298591,2025-05-11 06:05:36.298591,376.89
O001325,C00333,2026-01-28 17:12:17.351239,2026-02-06 17:12:17.351239,518.37
O001326,C00497,2024-09-09 04:29:09.003742,2024-09-12 04:29:09.003742,1164.88
O001327,C00111,2025-08-09 19:01:40.393815,2025-08-11 19:01:40.393815,333.6
O001328,C00756,2024-09-15 11:51:35.118411,2024-09-19 11:51:35.118411,116.3
O001329,C00614,2025-12-10 23:04:09.350141,2025-12-16 23:04:09.350141,554.43
O001330,C00920,2025-09-17 07:37:03.258433,2025-09-22 07:37:03.258433,477.01
O001331,C00027,2025-05-24 00:19:55.060423,2025-05-30 00:19:55.060423,168.78
O001332,C00346,2025-08-06 08:04:33.361181,2025-08-09 08:04:33.361181,723.93
O001333,C00966,2025-07-05 18:31:27.696320,2025-07-11 18:31:27.696320,77.87
O001334,C00230,2025-01-28 04:29:37.278836,2025-01-29 04:29:37.278836,323.26
O001335,C00910,2025-12-09 22:12:56.781123,2025-12-17 22:12:56.781123,714.53
O001336,C00492,2024-07-19 21:19:06.185803,2024-07-25 21:19:06.185803,566.26
O001337,C00339,2025-09-03 11:28:12.293550,2025-09-06 11:28:12.293550,271.13
O001338,C00136,2025-06-07 08:03:03.656511,2025-06-11 08:03:03.656511,547.4
O001339,C00497,2025-07-29 10:52:36.789263,2025-08-01 10:52:36.789263,574.6
O001340,C00675,2026-01-28 15:59:21.128657,2026-02-03 15:59:21.128657,395.27
O001341,C00210,2025-08-21 07:35:02.968701,2025-08-26 07:35:02.968701,45.63
O001342,C00224,2025-01-15 20:38:05.167849,2025-01-17 20:38:05.167849,799.39
O001343,C00431,2025-08-12 17:47:44.934088,2025-08-17 17:47:44.934088,642.27
O001344,C00703,2025-04-30 13:53:08.269849,2025-05-04 13:53:08.269849,282.01
O001345,C00878,2025-11-27 08:24:20.149802,2025-11-29 08:24:20.149802,704.42
O001346,C00431,2025-06-29 22:29:47.683834,2025-07-05 22:29:47.683834,404.39
O001347,C00840,2025-04-14 01:16:28.781656,2025-04-17 01:16:28.781656,495.45
O001348,C00436,2024-11-13 16:51:47.175444,2024-11-16 16:51:47.175444,550.46
O001349,C00305,2024-10-08 22:45:42.319824,2024-10-12 22:45:42.319824,77.92
O001350,C00081,2024-12-14 12:35:48.964221,2024-12-19 12:35:48.964221,53.44
O001351,C00969,2025-09-05 17:17:00.984812,2025-09-08 17:17:00.984812,307.82
O001352,C00023,2024-06-21 19:53:34.659639,2024-06-22 19:53:34.659639,462.62
O001353,C00759,2026-05-29 08:54:07.670125,2026-06-04 08:54:07.670125,68.66
O001354,C00006,2025-04-19 08:15:50.525592,2025-04-23 08:15:50.525592,183.99
O001355,C00750,2026-05-25 16:17:24.684576,2026-05-31 16:17:24.684576,172.96
O001356,C00118,2026-02-27 14:51:13.737513,2026-02-28 14:51:13.737513,120.74
O001357,C00139,2025-11-04 06:02:03.429033,2025-11-06 06:02:03.429033,161.46
O001358,C00970,2025-12-02 00:38:13.583874,2025-12-05 00:38:13.583874,435.39
O001359,C00204,2026-02-17 02:24:33.061031,2026-02-23 02:24:33.061031,220.65
O001360,C00970,2024-11-23 11:05:00.050218,2024-11-25 11:05:00.050218,60.63
O001361,C00551,2026-02-24 14:55:54.109759,2026-03-03 14:55:54.109759,643.82
O001362,C00070,2025-08-03 20:04:17.500617,2025-08-10 20:04:17.500617,612.51
O001363,C00007,2026-02-26 13:04:56.221354,2026-03-01 13:04:56.221354,401.75
O001364,C00144,2024-11-13 05:36:01.187899,2024-11-16 05:36:01.187899,566.53
O001365,C00443,2025-08-15 15:00:59.306217,2025-08-20 15:00:59.306217,359.0
O001366,C00546,2024-06-30 14:25:27.224012,2024-07-03 14:25:27.224012,408.94
O001367,C00916,2026-03-19 22:37:11.854789,2026-03-26 22:37:11.854789,657.76
O001368,C00672,2025-12-29 17:42:26.722353,2026-01-04 17:42:26.722353,318.9
O001369,C00233,2025-12-29 02:18:10.326799,2026-01-05 02:18:10.326799,49.71
O001370,C00706,2024-07-21 07:57:42.526779,2024-07-23 07:57:42.526779,178.88
O001371,C00129,2025-05-14 06:38:27.890786,2025-05-19 06:38:27.890786,205.2
O001372,C00033,2025-06-22 01:48:57.678398,2025-06-27 01:48:57.678398,270.18
O001373,C00087,2026-01-07 22:26:26.977734,2026-01-12 22:26:26.977734,211.68
O001374,C00336,2026-04-28 22:03:24.839398,2026-05-01 22:03:24.839398,408.72
O001375,C00747,2024-09-29 06:53:18.568896,2024-09-30 06:53:18.568896,102.95
O001376,C00152,2025-03-18 04:31:14.394920,2025-03-25 04:31:14.394920,504.53
O001377,C00295,2026-02-09 23:42:10.547459,2026-02-13 23:42:10.547459,223.52
O001378,C00691,2025-09-07 14:59:14.810428,2025-09-13 14:59:14.810428,160.32
O001379,C00544,2024-07-17 14:25:05.596153,2024-07-20 14:25:05.596153,636.68
O001380,C00900,2025-12-25 22:05:27.412681,2025-12-26 22:05:27.412681,306.61
O001381,C00856,2025-05-08 14:36:46.882241,2025-05-10 14:36:46.882241,400.18
O001382,C00120,2026-01-29 10:58:37.480762,2026-02-02 10:58:37.480762,364.11
O001383,C00106,2025-01-22 09:30:44.779720,2025-01-26 09:30:44.779720,333.88
O001384,C00899,2026-02-20 09:36:09.231014,2026-02-25 09:36:09.231014,371.87
O001385,C00199,2025-05-31 15:52:50.240224,2025-06-03 15:52:50.240224,168.72
O001386,C00780,2025-03-07 23:21:55.683775,2025-03-13 23:21:55.683775,176.24
O001387,C00881,2025-11-23 01:10:14.791072,2025-11-25 01:10:14.791072,44.85
O001388,C00217,2026-01-09 07:42:56.444111,2026-01-12 07:42:56.444111,344.88
O001389,C00745,2025-01-10 17:20:22.496392,2025-01-14 17:20:22.496392,304.05
O001390,C00765,2025-10-03 09:08:05.206780,2025-10-07 09:08:05.206780,333.6
O001391,C00580,2025-07-15 12:34:02.155300,2025-07-20 12:34:02.155300,265.04
O001392,C00286,2025-11-23 20:43:24.300951,2025-11-26 20:43:24.300951,143.58
O001393,C00784,2025-03-21 04:50:55.568650,2025-03-26 04:50:55.568650,292.34
O001394,C00127,2025-10-06 20:31:22.384732,2025-10-12 20:31:22.384732,108.32
O001395,C00821,2025-05-01 05:34:49.345459,2025-05-07 05:34:49.345459,135.66
O001396,C00958,2025-12-07 03:33:14.461771,2025-12-13 03:33:14.461771,303.65
O001397,C00791,2025-05-27 20:30:42.787559,2025-06-03 20:30:42.787559,325.21
O001398,C00065,2024-07-16 21:23:51.992606,2024-07-19 21:23:51.992606,70.2
O001399,C00161,2025-03-03 06:30:16.598286,2025-03-06 06:30:16.598286,263.15
O001400,C00242,2025-05-04 18:51:35.542960,2025-05-07 18:51:35.542960,112.79
O001401,C00960,2024-12-23 22:54:19.603937,2024-12-28 22:54:19.603937,325.68
O001402,C00402,2025-04-01 00:43:07.898279,2025-04-07 00:43:07.898279,290.14
O001403,C00331,2025-06-28 22:24:05.462930,2025-07-03 22:24:05.462930,634.19
O001404,C00206,2025-04-25 18:35:42.414386,2025-04-28 18:35:42.414386,38.05
O001405,C00805,2026-05-01 02:44:15.488740,2026-05-04 02:44:15.488740,367.56
O001406,C00342,2026-03-09 08:32:20.300272,2026-03-14 08:32:20.300272,69.58
O001407,C00437,2024-10-21 13:33:02.771990,2024-10-27 13:33:02.771990,548.44
O001408,C00428,2024-09-30 01:46:23.068225,2024-10-07 01:46:23.068225,107.12
O001409,C00307,2026-02-16 18:48:14.184888,2026-02-20 18:48:14.184888,46.8
O001410,C00852,2025-10-08 11:32:01.638318,2025-10-12 11:32:01.638318,50.94
O001411,C00033,2025-09-17 18:26:38.488060,2025-09-21 18:26:38.488060,205.91
O001412,C00446,2024-11-17 16:19:34.650753,2024-11-21 16:19:34.650753,620.61
